,cutTime,cutAcc
0,1703574308092,12.86142473663959
1,1703574308378,12.365651776637574
2,1703574308743,12.233130864759763
3,1703574308986,12.967473323406962
4,1703574309840,13.417282769896854
5,1703574311425,13.202933058212743
6,1703574312155,15.569679914860046
7,1703574312683,13.462010037572405
8,1703574313049,14.605120244255227
9,1703574313537,13.752809765274748
10,1703574313943,18.26213779949924
11,1703574314510,14.746519064964847
12,1703574314925,15.48117690993569
13,1703574315567,14.336883561362157
14,1703574316826,20.7118877851747
15,1703574317557,15.486472554436622
16,1703574317996,13.376044049879178
17,1703574318410,15.61218782543334
18,1703574318898,16.709574745133118
19,1703574319346,12.87122327996266
20,1703574319952,13.792815531848259
21,1703574320442,13.137620406322105
22,1703574320928,13.268810511109141
23,1703574321456,14.814281294207495
24,1703574321982,14.478040421981897
25,1703574322470,13.267098793750158
26,1703574323120,12.915142544319941
27,1703574325516,13.6360198358442
28,1703574326208,14.646639165867036
29,1703574327144,14.62679340785839
30,1703574327996,17.651567831493743
31,1703574328644,15.576625285294122
32,1703574329254,17.376190653246443
33,1703574329334,13.050132243918393
34,1703574329742,17.21749270865915
35,1703574330187,12.356557416339076
36,1703574331040,18.911506088064908
37,1703574331527,16.097417672175528
38,1703574331690,12.131405962303221
39,1703574332055,17.953094347053135
40,1703574332583,16.225627844636524
41,1703574333111,18.478708817433947
42,1703574333597,19.621758001058137
43,1703574334004,12.54043585314478
44,1703574334451,15.895597183055171
45,1703574334941,15.61727977399045
46,1703574335547,13.264890594621917
47,1703574336158,17.216221843763726
48,1703574336727,16.54671577957496
49,1703574337622,15.740789629376666
50,1703574338715,13.595134676606113
51,1703574339692,12.516461689370725
52,1703574340625,13.163130462900924
53,1703574341882,13.110476336274479
54,1703574343469,12.139955174598342
55,1703574344078,14.754044251825782
56,1703574344889,19.011727312438207
57,1703574345619,18.208758625753564
58,1703574346066,12.478795610544193
59,1703574346434,17.300243333216617
60,1703574346960,18.10753980459442
61,1703574347410,17.94819404914701
62,1703574348218,18.63229038944053
63,1703574348788,17.870178966937992
64,1703574349371,16.67764123669835
65,1703574351186,15.220554023665953
66,1703574351998,16.292005812920497
67,1703574352645,12.830209529608092
68,1703574352849,12.54622946162653
69,1703574353094,17.532061129372924
70,1703574353744,15.949419927641873
71,1703574353986,12.711764851277152
72,1703574354311,17.315483809265938
73,1703574355286,17.196896055510898
74,1703574356182,17.89548098603954
75,1703574356910,13.415747457702533
76,1703574357843,17.86448327970321
77,1703574358330,13.022921232553767
78,1703574359106,15.780354745561725
79,1703574360040,18.923887270727782
80,1703574361215,14.697322036426135
81,1703574363082,17.615349524859486
82,1703574364466,13.312961313979821
83,1703574364828,13.19478498253744
84,1703574365725,15.330190399645147
85,1703574367132,15.100914670219458
86,1703574367793,17.118373749321908
87,1703574368687,15.712648026359
88,1703574369420,17.94791867482918
89,1703574370677,14.0356771053166
90,1703574371692,19.06714532340817
91,1703574372668,15.834277197203699
92,1703574373727,17.369216847038615
93,1703574374496,16.19295272892088
94,1703574375347,16.152037293888384
95,1703574376363,15.546253845393068
96,1703574377138,17.59624314424619
97,1703574378027,15.814448002606516
98,1703574378629,12.19614677910304
99,1703574379165,15.023948911144233
100,1703574382251,12.268634624778194
101,1703574383348,12.740922692241535
102,1703574386070,14.805927714046629
103,1703574387656,18.44612565403039
104,1703574388953,16.80062622794153
105,1703574389927,12.309757996382636
106,1703574391718,14.064166813873623
107,1703574393198,14.984344689898448
108,1703574394476,12.610739020392284
109,1703574395898,12.51763553298913
110,1703574397118,16.027123448793986
111,1703574397684,12.306017440285965
112,1703574397927,12.437402525877898
113,1703574401339,12.20040748008336
114,1703574402544,12.316852380122816
115,1703574403087,12.659359544455429
