,cutTime,cutAcc
0,1703572917878,12.119158943566461
1,1703572921133,12.333192272734449
2,1703572922628,12.67903544129864
3,1703572923846,12.663585820373523
4,1703572927461,12.933317243479713
5,1703572928315,13.78666692861809
6,1703572929409,12.810573799585725
7,1703572930503,14.138499253621617
8,1703572933429,13.141066372654167
9,1703572934486,13.398154151594015
10,1703572935665,12.717827225390746
11,1703572936466,13.883708891887117
12,1703572937129,13.532919545159787
13,1703572939592,13.319320971078369
14,1703572940396,16.411804844838855
15,1703572941095,13.8659429227755
16,1703572941704,16.072026274549188
17,1703572942105,12.302103918597846
18,1703572942442,13.351489656358874
19,1703572942709,13.466928492651952
20,1703572943211,13.992866595976817
21,1703572944353,13.509596799287868
22,1703572945886,13.259974445519752
23,1703572947185,12.85044468673279
24,1703572948159,12.423025218967872
25,1703572949268,13.004400783320929
26,1703572950883,12.43023163952166
27,1703572952279,12.553738883739019
28,1703572953035,12.915655805378787
29,1703572953750,15.592099299877194
30,1703572954859,14.397327274039242
31,1703572955869,13.865854125215508
32,1703572957658,12.206557528987686
33,1703572958456,12.767994402294855
34,1703572959612,14.496181297860705
35,1703572961032,13.663097607664374
36,1703572961901,12.641438860462213
37,1703572963125,13.323528368597637
38,1703572964234,12.823387447374786
39,1703572965619,12.622086434028787
40,1703572966959,12.871518964226237
41,1703572967767,12.46972646125789
42,1703572970332,12.362386550536806
43,1703572970899,12.03850742522555
44,1703572971832,13.036825293529134
45,1703572972488,13.816779126099442
46,1703572974069,13.115591070626325
47,1703572975045,13.137707377151173
48,1703572976060,12.613844799051714
49,1703572976950,13.220292632918428
50,1703572977195,12.89900230464306
51,1703572977883,12.990174489770743
52,1703572983368,12.711378824426733
53,1703572984422,12.351988315367581
54,1703572985967,13.802970932378665
55,1703572987224,13.296971284366341
56,1703572988320,13.480552012396533
57,1703572989294,12.849592009715135
58,1703572990185,12.650737157503322
59,1703572990723,15.213323720095456
60,1703572992748,13.000444878308492
61,1703572993438,14.411844779595615
62,1703572993683,13.224583876382635
63,1703572994253,14.273843727104403
64,1703572995019,14.39858880192882
65,1703572995833,13.443287108637723
66,1703572996035,13.759736843566495
67,1703572996563,14.95328276806066
68,1703572997375,13.33417642840456
69,1703572998674,13.777113774458167
70,1703572999246,16.44933483630884
71,1703572999552,12.863490372304033
72,1703573000261,14.499527612733699
73,1703573001029,16.971749635375442
74,1703573002820,13.425803287747097
75,1703573003912,13.59749768178678
76,1703573004482,15.231850232839754
77,1703573005823,12.682896193303247
78,1703573006716,14.148872759781643
79,1703573007813,14.198133603622706
80,1703573008424,14.065035630624548
81,1703573009355,13.190879906418424
82,1703573011023,12.56851037775597
83,1703573013212,12.074354833692784
