,cutTime,cutAcc
0,1703574105643,14.339452474062735
1,1703574107224,13.051076337315564
2,1703574111894,12.494990549757611
3,1703574121153,12.717560410213705
4,1703574123717,13.198794759273298
5,1703574127976,13.430490256943452
6,1703574129236,12.618873551333031
7,1703574130495,12.293590835083567
8,1703574131959,13.502126006090522
9,1703574133175,13.166264516678455
10,1703574134759,14.692901001544843
11,1703574139632,12.643714127516962
12,1703574141393,13.728554359350623
13,1703574144710,12.897043497438482
14,1703574146010,13.810836656700925
15,1703574147390,12.650326534635509
16,1703574148729,13.551137243119118
17,1703574149876,13.531283874667988
18,1703574151088,14.308120307711585
19,1703574152384,12.818702488207153
20,1703574154008,12.757638072167689
21,1703574155066,13.498184453893836
22,1703574156369,12.459355574114662
23,1703574157542,15.732732711520844
24,1703574161567,13.253355003406355
25,1703574164650,13.223704862362487
26,1703574166114,13.228870161669843
27,1703574168876,13.349473537114344
28,1703574170173,13.169688590602936
29,1703574174275,13.364698423647688
30,1703574175734,13.611669721351124
31,1703574177158,13.661942320403455
32,1703574183210,12.498881250066633
33,1703574185849,13.125157997735418
34,1703574187108,15.640493161820729
35,1703574188326,14.09511734986996
36,1703574189586,14.930730026646588
37,1703574190763,12.973025275009185
38,1703574191982,14.069339674549306
39,1703574193485,12.21717156324211
40,1703574193973,12.006180855299718
41,1703574197101,12.72081981708763
42,1703574198642,14.09041681359139
43,1703574200063,12.357880501003438
44,1703574201403,14.19211784883106
45,1703574203029,14.275141533017772
46,1703574204251,12.187597823227785
47,1703574206805,13.938130376950726
48,1703574210177,12.813314314181087
49,1703574211516,12.104401885352493
50,1703574213507,14.139001874250429
51,1703574214768,14.817886901376413
52,1703574216066,13.013592443443175
53,1703574221022,12.00697161443111
54,1703574221832,17.88128280134165
55,1703574221994,13.966511836419643
