,cutTime,cutAcc
0,1692387602516,14.993402447534418
1,1692387605480,18.555772796306112
2,1692387607063,12.613553426685993
3,1692387610354,12.359070078238917
4,1692387612100,13.251550173245436
5,1692387614009,14.350181364429766
6,1692387615553,12.463807075686686
7,1692387621684,12.030045854380388
8,1692387625095,12.833329733871974
9,1692387626760,14.40310059883381
10,1692387628100,13.005929661516435
11,1692387629604,13.879935900615436
12,1692387634435,13.967534284688188
13,1692387636589,12.699512253421569
14,1692387639269,13.46988723846707
15,1692387641787,12.632298105229081
16,1692387643858,12.29716395455936
17,1692387645401,13.696922720745967
18,1692387648041,12.156938200104115
19,1692387648528,12.0976780074047
20,1692387653401,14.169539356808993
21,1692387656204,12.363107725666085
22,1692387659615,13.438909953601506
23,1692387661200,12.894273656712619
24,1692387663189,13.352915214500147
25,1692387666722,12.894122482975625
26,1692387668793,12.031170188305033
27,1692387670377,12.453949632574478
28,1692387672082,12.428987252182093
29,1692387680368,12.67093543238991
30,1692387682072,12.314673459019001
31,1692387683738,12.729582118363778
32,1692387687556,12.43151334165812
33,1692387689587,13.147161150082427
34,1692387691454,12.61986632951332
35,1692387693201,12.476908797321634
36,1692387695150,12.246168334517353
37,1692387697262,13.306458271319045
38,1692387699617,12.25882844173592
39,1692387701323,12.61183662764818
40,1692387705912,12.365991297856736
41,1692387712044,12.52459633411637
42,1692387713913,12.075918093455478
43,1692387716309,15.710579923305346
44,1692387718217,13.181771544510973
45,1692387720045,13.241346921902997
46,1692387721913,12.261902125475698
47,1692387724106,12.017112200987931
48,1692387726015,12.218157908268333
49,1692387728370,13.148642819997827
50,1692387733122,12.763558525870318
51,1692387734747,13.667767078902944
52,1692387736898,13.932830422629511
53,1692387738523,14.063844193980952
54,1692387741000,13.006140069266015
55,1692387743112,13.750019726070878
56,1692387747417,14.036954901488748
57,1692387748515,12.29227828606915
58,1692387752453,12.346731770320575
