,cutTime,cutAcc
0,1703574483212,12.305288218734685
1,1703574483537,12.696542107114597
2,1703574484999,21.358240940717682
3,1703574487721,23.878097708349255
4,1703574488370,22.680866679740152
5,1703574489101,19.861621070629106
6,1703574489672,18.134002836833076
7,1703574490202,16.538109921393623
8,1703574490360,12.44087116988802
9,1703574490806,17.747604244905254
10,1703574491416,19.482060031223906
11,1703574491986,16.455381234001024
12,1703574492269,12.627520632386677
13,1703574492718,19.26727082660326
14,1703574493488,16.58729081508189
15,1703574494016,20.27499607311713
16,1703574494789,17.408012230073915
17,1703574494870,12.83493877454504
18,1703574495844,18.415462962212
19,1703574496506,17.14206676428668
20,1703574497143,16.365599035922916
21,1703574497793,15.342184907934424
22,1703574497914,12.125945886421963
23,1703574499134,12.381786675456889
24,1703574499906,19.92124928812094
25,1703574500665,19.07820383788563
26,1703574501286,12.451801325450107
27,1703574501773,16.338723765892915
28,1703574502586,13.140861188532641
29,1703574503032,21.40910363461126
30,1703574504128,21.93790721133012
31,1703574504740,17.715861180504245
32,1703574505268,15.643692450192539
33,1703574505956,15.221522507227597
34,1703574506445,17.44981357035143
35,1703574506933,12.18636107789489
36,1703574507218,16.024223496660664
37,1703574507947,14.154161298343675
38,1703574508721,12.409777826821168
39,1703574509938,19.83412303620823
40,1703574511357,18.17724341956464
41,1703574511926,16.72448751905069
42,1703574512577,14.283934791355248
43,1703574513067,18.993506053873315
44,1703574513837,13.774262415734784
45,1703574514851,15.221297121205998
46,1703574515664,14.894420842871641
47,1703574516599,12.017001785200916
48,1703574516922,16.468878643120455
49,1703574517693,15.35682410863568
50,1703574518359,17.119935014408465
51,1703574519115,14.230131449846482
52,1703574519196,12.26406265316208
53,1703574519646,17.21377112091052
54,1703574520427,14.38540409963699
55,1703574521023,14.491474133311282
56,1703574521591,14.137145300634142
57,1703574522366,14.705036726385453
58,1703574523014,14.51369579276298
59,1703574524069,13.446170067252533
60,1703574526060,16.247453209694132
61,1703574526790,16.289990502023443
62,1703574527520,16.860966342345478
63,1703574528454,16.20532352527357
64,1703574528536,12.247688885265662
65,1703574529065,14.546533233529152
66,1703574529593,17.5251223159053
67,1703574530245,17.606579402891494
68,1703574531216,15.523522183260223
69,1703574532394,14.852131299810038
70,1703574532844,12.68022989419011
71,1703574533992,14.73842899167632
72,1703574535197,16.48113308950559
73,1703574535969,12.824535108709295
74,1703574536862,12.624106365325103
75,1703574537553,15.250916626536814
76,1703574538150,14.423869428475772
77,1703574540192,17.941104680017144
78,1703574540639,12.504390460790928
79,1703574541044,15.89082298273003
80,1703574541654,14.028333343856955
81,1703574542262,14.402638764702843
82,1703574543400,17.28849785486411
83,1703574543847,13.081930318796818
84,1703574544538,13.595572420750015
85,1703574545478,15.295727988612196
86,1703574546650,18.265037469083524
87,1703574547422,15.401333479855218
88,1703574548195,13.871170783092472
89,1703574548760,14.185386131615628
90,1703574549695,12.890449853284665
91,1703574550426,14.73172817231928
92,1703574551482,12.486728370203439
93,1703574552134,13.815427619958832
94,1703574552863,12.18749416077106
95,1703574553472,14.775140143651768
96,1703574555055,14.072617569237506
