time,x,y,z
0,121.08672
0,120.9822
0,120.9822
0,120.81521
0,119.76474
0,120.730896
0,133.46533
0,149.57835
0,149.57835
0,154.06157
0,155.78188
0,157.37796
0,151.77043
0,150.57712
0,150.57712
0,152.13513
0,153.11374
0,153.27084
0,154.31438
0,154.59315
0,154.59315
0,154.61879
0,155.72894
0,156.93723
0,157.14531
0,156.81342
0,156.81342
0,157.19156
0,156.87854
0,157.18855
0,157.49718
0,159.92778
0,159.92778
0,159.22972
0,159.52783
0,159.82225
0,160.11285
0,160.39975
0,160.39975
0,160.68298
0,160.07848
0,160.28954
0,160.28954
0,159.42891
0,160.2531
0,160.33128
0,160.744
0,160.76439
0,160.76439
0,160.97844
0,161.17932
0,161.37509
0,161.56769
0,162.75763
0,162.75763
0,162.94516
0,163.13028
0,163.31313
0,162.88367
0,162.79807
0,162.79807
0,162.96022
0,162.92682
0,162.82567
0,161.42268
0,161.73268
0,161.73268
0,162.30804
0,162.54161
0,162.72557
0,162.89713
0,163.0617
0,163.0617
0,163.22061
0,163.37457
0,164.31671
0,164.45245
0,164.5864
0,164.5864
0,163.82196
0,163.60104
0,163.46873
0,163.337
0,162.96875
0,162.96875
0,163.21321
0,163.20198
0,163.16994
0,163.14265
0,163.11215
0,163.11215
0,163.07425
0,162.02643
0,161.98169
0,161.94193
0,161.9057
0,161.9057
0,162.87415
0,162.84415
0,162.81497
0,161.76846
0,161.71811
0,161.71811
0,161.65984
0,161.63821
0,161.62244
0,161.6274
0,161.40169
0,161.40169
0,160.67303
